Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 160706395
100.690697,-0.4,33.5,443,2,2,0,-40.28,1,0,
100.690697,0,33.47,579,3,2,0,0,1,0,
100.720726,0,33.44,1933,4,2,0,0,1,0,
100.780785,0.6,33.41,2679,4,2,0,60.47,1,0,
100.720726,-0.8,33.44,2591,5,2,0,-80.58,1,0,
100.870872,-0.2,33.41,2525,5,3,0,-20.17,1,0,
100.63063,0.4,33.47,2989,5,3,0,40.25,1,0,
100.840843,-0.4,33.5,3324,5,3,0,-40.34,1,0,
100.750755,0,33.61,3440,5,3,0,0,1,0,
100.66066,-1.6,33.55,3564,5,3,0,-161.06,1,0,
100.570572,-0.2,33.52,3420,5,5,0,-20.11,1,0,
100.870872,1.2,33.52,4607,5,5,0,121.05,1,0,
100.720726,-0.6,33.5,4715,5,5,0,-60.43,1,0,
100.570572,0.6,33.52,4903,5,5,0,60.34,1,0,
100.750755,0.2,33.5,6111,5,5,0,20.15,1,0,
100.840843,-0.2,33.5,6313,5,5,0,-20.17,1,0,
100.870872,0.6,33.5,5674,5,5,0,60.52,1,0,
100.750755,-1.4,33.44,6792,5,5,0,-141.05,1,0,
100.840843,0,33.5,6145,5,5,0,0,1,0,
100.810814,0,33.52,6110,5,5,0,0,1,0,
100.750755,-0.2,33.55,6589,5,5,0,-20.15,1,0,
100.810814,0,33.5,6580,5,5,0,0,1,0,
100.63063,0.6,33.41,7167,5,5,0,60.38,1,0,
100.840843,-0.4,33.5,8396,5,5,0,-40.34,1,0,
100.66066,0.4,33.47,6943,5,5,0,40.26,1,0,
100.870872,-1,33.47,7016,5,5,0,-100.87,1,0,
100.600601,0.2,33.41,7587,5,5,0,20.12,1,0,
100.99099,0,33.44,7629,5,5,0,0,1,0,
100.780785,-0.2,33.5,9150,5,5,0,-20.16,1,0,
100.66066,0,33.55,8807,5,5,0,0,1,0,
100.810814,-0.2,33.5,8895,5,5,0,-20.16,1,0,
101.111115,-0.2,33.55,8177,5,5,0,-20.22,1,0,
100.480484,0,33.55,7985,5,5,0,0,1,0,
100.780785,-0.2,33.55,8518,5,5,0,-20.16,1,0,
100.840843,0,33.58,8544,5,5,0,0,1,0,
100.750755,0.2,33.5,8680,5,5,0,20.15,1,0,
100.930931,-0.4,33.52,8169,5,5,0,-40.37,1,0,
100.840843,0,33.47,8612,5,5,0,0,1,0,
100.810814,0,33.47,8997,5,5,0,0,1,0,
100.600601,0.2,33.47,9177,5,5,0,20.12,1,0,
100.780785,-0.8,33.47,9104,5,5,0,-80.62,1,0,
100.480484,-0.2,33.55,8763,5,5,0,-20.1,1,0,
100.750755,0,33.52,8148,5,5,0,0,1,0,
100.66066,0,33.5,9153,5,5,0,0,1,0,
100.900902,-0.6,33.52,9347,5,5,0,-60.54,1,0,
100.810814,0.2,33.58,8912,5,5,0,20.16,1,0,
100.780785,-0.6,33.55,9935,5,5,0,-60.47,1,0,
100.810814,0,33.5,8502,5,5,0,0,1,0,
100.840843,0,33.5,8961,5,5,0,0,1,0,
100.810814,-0.4,33.58,9794,5,5,0,-40.32,1,0,
100.840843,0,33.5,9632,5,5,0,0,1,0,
100.810814,0,33.52,8540,5,5,0,0,1,0,
100.66066,-1.6,33.52,8801,5,5,0,-161.06,1,0,
100.750755,0.4,33.52,9146,5,5,0,40.3,1,0,
100.780785,0,33.52,9296,5,5,0,0,1,0,
100.720726,0,33.52,9502,5,5,0,0,1,0,
100.780785,0,33.44,9608,5,5,0,0,1,0,
100.750755,0,33.47,8934,5,5,0,0,1,0,
100.810814,0,33.44,8792,5,5,0,0,1,0,
100.720726,0,33.47,8731,5,5,0,0,1,0,
100.870872,-0.8,33.5,10314,5,5,0,-80.7,1,0,
100.690697,0.6,33.5,9450,5,5,0,60.41,1,0,
100.840843,-0.4,33.5,9558,5,5,0,-40.34,1,0,
100.720726,0,33.58,10198,5,5,0,0,1,0,
100.870872,-0.6,33.55,10110,5,5,0,-60.52,1,0,
100.63063,-0.8,33.55,9252,5,5,0,-80.5,1,0,
100.900902,0,33.55,10173,5,5,0,0,1,0,
100.720726,0,33.5,9837,5,5,0,0,1,0,
100.810814,-0.2,33.47,9700,5,5,0,-20.16,1,0,
100.66066,0.6,33.47,9452,5,5,0,60.4,1,0,
