Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 160268088
100.510513,0,26.49,443,2,2,0,0,1,0,
100.540543,1.4,26.46,2155,3,2,0,140.76,1,0,
100.600601,0.6,26.46,713,4,2,0,60.36,1,0,
100.600601,1.4,26.44,1949,5,2,0,140.84,1,0,
100.480484,0.4,26.52,1818,5,2,0,40.19,1,0,
100.690697,0.6,26.52,2513,5,3,0,60.41,1,0,
100.540543,0.4,26.52,2724,5,3,0,40.22,1,0,
100.690697,0,26.54,3006,5,3,0,0,1,0,
100.600601,0.4,26.59,2989,5,3,0,40.24,1,0,
100.540543,0.2,26.57,3305,5,3,0,20.11,1,0,
100.540543,0.4,26.57,3740,5,3,0,40.22,1,0,
100.570572,1.4,26.46,3657,5,5,0,140.8,1,0,
100.63063,0.2,26.54,4423,5,5,0,20.13,1,0,
100.510513,0.8,26.57,5201,5,5,0,80.41,1,0,
100.510513,0.6,26.49,5388,5,5,0,60.31,1,0,
100.690697,0.4,26.57,4433,5,5,0,40.28,1,0,
100.63063,1,26.54,5521,5,5,0,100.63,1,0,
100.570572,0.4,26.52,5444,5,5,0,40.23,1,0,
100.66066,0.8,26.54,5340,5,5,0,80.53,1,0,
100.540543,1,26.54,7184,5,5,0,100.54,1,0,
100.570572,0.4,26.54,6021,5,5,0,40.23,1,0,
100.690697,0.8,26.57,6317,5,5,0,80.55,1,0,
100.540543,0.8,26.49,6960,5,5,0,80.43,1,0,
100.66066,0.2,26.54,7431,5,5,0,20.13,1,0,
100.420425,0.8,26.52,6625,5,5,0,80.34,1,0,
100.63063,0.2,26.54,6749,5,5,0,20.13,1,0,
100.480484,0.4,26.52,7843,5,5,0,40.19,1,0,
100.66066,0.8,26.52,6418,5,5,0,80.53,1,0,
100.570572,0.2,26.59,6845,5,5,0,20.11,1,0,
100.690697,0.6,26.54,8198,5,5,0,60.41,1,0,
100.420425,0.8,26.57,7302,5,5,0,80.34,1,0,
100.750755,0.6,26.59,6971,5,5,0,60.45,1,0,
100.480484,1,26.52,7526,5,5,0,100.48,1,0,
100.66066,0.2,26.54,7960,5,5,0,20.13,1,0,
100.390396,1,26.59,8226,5,5,0,100.39,1,0,
100.510513,1,26.52,7558,5,5,0,100.51,1,0,
100.63063,0.2,26.54,8017,5,5,0,20.13,1,0,
100.600601,0.8,26.54,8863,5,5,0,80.48,1,0,
100.66066,0.6,26.54,9191,5,5,0,60.4,1,0,
100.270271,0.4,26.59,8000,5,5,0,40.11,1,0,
100.540543,0.8,26.52,8114,5,5,0,80.43,1,0,
100.510513,0.4,26.57,8278,5,5,0,40.2,1,0,
100.570572,0.6,26.57,7798,5,5,0,60.34,1,0,
100.540543,0.8,26.52,8467,5,5,0,80.43,1,0,
100.63063,0.4,26.52,8765,5,5,0,40.25,1,0,
100.570572,1,26.49,8243,5,5,0,100.57,1,0,
100.570572,0.2,26.49,7962,5,5,0,20.11,1,0,
100.66066,0.6,26.52,8792,5,5,0,60.4,1,0,
100.570572,0.8,26.54,8732,5,5,0,80.46,1,0,
100.690697,0.2,26.49,8564,5,5,0,20.14,1,0,
100.300301,0.8,26.57,8797,5,5,0,80.24,1,0,
100.600601,0.6,26.57,8517,5,5,0,60.36,1,0,
100.510513,0.2,26.64,8535,5,5,0,20.1,1,0,
100.780785,1.2,26.54,8734,5,5,0,120.94,1,0,
100.540543,0.2,26.52,9657,5,5,0,20.11,1,0,
100.600601,0.4,26.64,8974,5,5,0,40.24,1,0,
100.360359,1,26.57,8508,5,5,0,100.36,1,0,
100.690697,0.4,26.54,9399,5,5,0,40.28,1,0,
100.63063,0.6,26.57,9077,5,5,0,60.38,1,0,
100.600601,0.6,26.57,9144,5,5,0,60.36,1,0,
100.450455,0.2,26.59,9026,5,5,0,20.09,1,0,
100.480484,1.2,26.54,8890,5,5,0,120.58,1,0,
100.570572,0.4,26.52,9238,5,5,0,40.23,1,0,
100.690697,0.4,26.54,9245,5,5,0,40.28,1,0,
100.63063,0.6,26.54,9416,5,5,0,60.38,1,0,
100.540543,0.2,26.64,9418,5,5,0,20.11,1,0,
100.570572,0.8,26.59,9559,5,5,0,80.46,1,0,
100.570572,0.8,26.57,9269,5,5,0,80.46,1,0,
100.66066,0.2,26.54,9286,5,5,0,20.13,1,0,
100.720726,0.8,26.54,9259,5,5,0,80.58,1,0,
100.570572,0.4,26.52,9252,5,5,0,40.23,1,0,
100.600601,0.6,26.57,8999,5,5,0,60.36,1,0,
100.63063,0.8,26.57,9647,5,5,0,80.5,1,0,
100.870872,0.2,26.62,9900,5,5,0,20.17,1,0,
100.420425,1.2,26.67,9007,5,5,0,120.5,1,0,
100.510513,0.2,26.59,9635,5,5,0,20.1,1,0,
100.66066,0.6,26.69,8924,5,5,0,60.4,1,0,
100.600601,1,26.59,9554,5,5,0,100.6,1,0,
100.540543,0.4,26.62,9023,5,5,0,40.22,1,0,
100.840843,0.2,26.57,9232,5,5,0,20.17,1,0,
100.360359,0.6,26.52,9803,5,5,0,60.22,1,0,
100.390396,0.4,26.57,9235,5,5,0,40.16,1,0,
100.840843,1,26.57,9437,5,5,0,100.84,1,0,
100.780785,0.4,26.54,9460,5,5,0,40.31,1,0,
100.690697,0.2,26.57,9567,5,5,0,20.14,1,0,
100.360359,1,26.59,9556,5,5,0,100.36,1,0,
100.510513,0.4,26.59,9148,5,5,0,40.2,1,0,
100.63063,0.6,26.62,9254,5,5,0,60.38,1,0,
100.63063,0.6,26.59,9254,5,5,0,60.38,1,0,
100.63063,0.2,26.54,9547,5,5,0,20.13,1,0,
100.690697,0.6,26.57,9879,5,5,0,60.41,1,0,
100.420425,0.6,26.54,9479,5,5,0,60.25,1,0,
100.66066,0.4,26.59,9994,5,5,0,40.26,1,0,
100.540543,0.6,26.46,10204,5,5,0,60.32,1,0,
100.720726,0,26.52,10378,5,5,0,0,1,0,
100.420425,0.8,26.59,9904,5,5,0,80.34,1,0,
100.510513,0.6,26.57,9619,5,5,0,60.31,1,0,
100.570572,0.4,26.69,9735,5,5,0,40.23,1,0,
100.66066,0.8,26.67,9453,5,5,0,80.53,1,0,
100.510513,0.2,26.59,9699,5,5,0,20.1,1,0,
100.690697,0.2,26.59,9432,5,5,0,20.14,1,0,
100.480484,0.6,26.62,9553,5,5,0,60.29,1,0,
100.540543,0.4,26.64,9465,5,5,0,40.22,1,0,
100.570572,0.6,26.62,9116,5,5,0,60.34,1,0,
100.63063,0.6,26.57,10298,5,5,0,60.38,1,0,
100.66066,0.2,26.64,10094,5,5,0,20.13,1,0,
100.570572,1,26.59,10299,5,5,0,100.57,1,0,
100.600601,0.2,26.54,9527,5,5,0,20.12,1,0,
100.420425,0.8,26.59,8744,5,5,0,80.34,1,0,
100.540543,0.8,26.62,10165,5,5,0,80.43,1,0,
100.570572,0.4,26.64,10026,5,5,0,40.23,1,0,
100.540543,0.6,26.54,9507,5,5,0,60.32,1,0,
100.420425,0.4,26.54,9191,5,5,0,40.17,1,0,
100.360359,0.6,26.67,9594,5,5,0,60.22,1,0,
100.63063,1.2,26.54,9404,5,5,0,120.76,1,0,
100.510513,0,26.57,9836,5,5,0,0,1,0,
100.540543,0.4,26.64,9005,5,5,0,40.22,1,0,
100.540543,0.6,26.62,10119,5,5,0,60.32,1,0,
100.750755,0,26.59,9753,5,5,0,0,1,0,
100.540543,0.8,26.59,9782,5,5,0,80.43,1,0,
100.780785,0.2,26.59,9517,5,5,0,20.16,1,0,
100.33033,0.8,26.64,9658,5,5,0,80.26,1,0,
100.510513,1,26.59,9917,5,5,0,100.51,1,0,
100.510513,0.2,26.62,9747,5,5,0,20.1,1,0,
100.690697,1,26.69,8732,5,5,0,100.69,1,0,
100.450455,0.4,26.54,9713,5,5,0,40.18,1,0,
100.66066,0.4,26.59,9522,5,5,0,40.26,1,0,
100.510513,0.8,26.54,9105,5,5,0,80.41,1,0,
100.690697,0.4,26.54,10165,5,5,0,40.28,1,0,
100.600601,0.4,26.64,10357,5,5,0,40.24,1,0,
100.720726,0.8,26.57,9335,5,5,0,80.58,1,0,
100.63063,0.2,26.59,9417,5,5,0,20.13,1,0,
100.600601,0.6,26.62,10315,5,5,0,60.36,1,0,
100.570572,0.4,26.54,9326,5,5,0,40.23,1,0,
100.720726,0.2,26.64,8692,5,5,0,20.14,1,0,
100.540543,0.8,26.59,9363,5,5,0,80.43,1,0,
100.600601,0,26.54,9612,5,5,0,0,1,0,
100.600601,0.6,26.62,9751,5,5,0,60.36,1,0,
100.480484,0.6,26.59,10284,5,5,0,60.29,1,0,
100.63063,0.6,26.64,9975,5,5,0,60.38,1,0,
100.780785,0.4,26.67,9774,5,5,0,40.31,1,0,
100.540543,0.6,26.62,10143,5,5,0,60.32,1,0,
100.570572,0,26.69,10482,5,5,0,0,1,0,
100.510513,1,26.69,9688,5,5,0,100.51,1,0,
100.690697,0,26.62,10727,5,5,0,0,1,0,
100.570572,0.6,26.72,9918,5,5,0,60.34,1,0,
100.750755,0.2,26.57,9722,5,5,0,20.15,1,0,
100.540543,0.2,26.69,8760,5,5,0,20.11,1,0,
100.63063,0.6,26.62,10485,5,5,0,60.38,1,0,
100.540543,0.4,26.57,9429,5,5,0,40.22,1,0,
100.750755,0.2,26.69,10414,5,5,0,20.15,1,0,
100.480484,1.2,26.62,9721,5,5,0,120.58,1,0,
100.900902,0.2,26.62,9730,5,5,0,20.18,1,0,
100.540543,0.6,26.67,9036,5,5,0,60.32,1,0,
100.66066,0.6,26.59,9831,5,5,0,60.4,1,0,
100.570572,0,26.69,9700,5,5,0,0,1,0,
100.66066,0.8,26.59,9708,5,5,0,80.53,1,0,
100.66066,0.2,26.59,9510,5,5,0,20.13,1,0,
100.570572,0.4,26.67,9607,5,5,0,40.23,1,0,
100.720726,0.6,26.64,10450,5,5,0,60.43,1,0,
100.780785,0.4,26.59,9367,5,5,0,40.31,1,0,
100.510513,0.4,26.72,9623,5,5,0,40.2,1,0,
100.450455,0.6,26.64,9851,5,5,0,60.27,1,0,
100.690697,0.2,26.69,10988,5,5,0,20.14,1,0,
100.66066,0.8,26.64,9804,5,5,0,80.53,1,0,
100.63063,0.4,26.62,9732,5,5,0,40.25,1,0,
100.810814,0.2,26.67,9275,5,5,0,20.16,1,0,
100.600601,1,26.72,9516,5,5,0,100.6,1,0,
100.180183,0.2,26.67,10276,5,5,0,20.04,1,0,
100.570572,0.6,26.67,11002,5,5,0,60.34,1,0,
100.480484,0.6,26.64,10033,5,5,0,60.29,1,0,
100.480484,0,26.69,11065,5,5,0,0,1,0,
100.33033,1,26.64,9234,5,5,0,100.33,1,0,
100.690697,0.2,26.64,9600,5,5,0,20.14,1,0,
100.63063,0.4,26.69,8937,5,5,0,40.25,1,0,
100.510513,0.6,26.64,10133,5,5,0,60.31,1,0,
100.570572,0.4,26.67,9127,5,5,0,40.23,1,0,
100.720726,0.6,26.62,8940,5,5,0,60.43,1,0,
100.480484,0.4,26.62,9805,5,5,0,40.19,1,0,
100.63063,0.4,26.69,8845,5,5,0,40.25,1,0,
100.63063,0.6,26.67,9425,5,5,0,60.38,1,0,
100.270271,0.2,26.64,9649,5,5,0,20.05,1,0,
100.510513,0.4,26.64,8801,5,5,0,40.2,1,0,
100.600601,0.6,26.64,9229,5,5,0,60.36,1,0,
100.570572,0.2,26.72,9634,5,5,0,20.11,1,0,
100.480484,0.6,26.74,9090,5,5,0,60.29,1,0,
100.63063,0.8,26.67,9186,5,5,0,80.5,1,0,
100.690697,0.2,26.69,9857,5,5,0,20.14,1,0,
100.420425,0.6,26.67,11070,5,5,0,60.25,1,0,
100.510513,0.2,26.67,10189,5,5,0,20.1,1,0,
100.63063,0.6,26.8,9133,5,5,0,60.38,1,0,
100.66066,0.8,26.69,9326,5,5,0,80.53,1,0,
100.540543,0.4,26.72,9924,5,5,0,40.22,1,0,
100.690697,0.6,26.67,10463,5,5,0,60.41,1,0,
100.390396,0.6,26.64,11632,5,5,0,60.23,1,0,
100.66066,0.6,26.72,9840,5,5,0,60.4,1,0,
100.480484,0.6,26.69,8949,5,5,0,60.29,1,0,
100.690697,0.4,26.67,9307,5,5,0,40.28,1,0,
100.390396,0.6,26.72,9348,5,5,0,60.23,1,0,
100.33033,0.6,26.64,8946,5,5,0,60.2,1,0,
100.66066,0,26.72,9529,5,5,0,0,1,0,
100.66066,0.8,26.69,9102,5,5,0,80.53,1,0,
100.480484,0.4,26.67,9337,5,5,0,40.19,1,0,
100.66066,0.6,26.67,9440,5,5,0,60.4,1,0,
100.570572,0.8,26.67,9045,5,5,0,80.46,1,0,
100.570572,0.4,26.77,11750,5,5,0,40.23,1,0,
100.780785,0.6,26.77,9083,5,5,0,60.47,1,0,
100.600601,0.6,26.69,11575,5,5,0,60.36,1,0,
100.420425,0.4,26.77,9966,5,5,0,40.17,1,0,
100.66066,0.8,26.69,10315,5,5,0,80.53,1,0,
100.690697,0.4,26.69,9580,5,5,0,40.28,1,0,
100.420425,0.6,26.74,9160,5,5,0,60.25,1,0,
100.600601,1,26.67,9680,5,5,0,100.6,1,0,
100.690697,0,26.72,10517,5,5,0,0,1,0,
100.600601,0.8,26.74,9932,5,5,0,80.48,1,0,
100.540543,0.8,26.67,10381,5,5,0,80.43,1,0,
100.690697,0.2,26.77,9904,5,5,0,20.14,1,0,
100.63063,0.6,26.77,9501,5,5,0,60.38,1,0,
100.540543,0.2,26.72,11578,5,5,0,20.11,1,0,
100.600601,0.4,26.74,9886,5,5,0,40.24,1,0,
100.450455,0.8,26.67,10476,5,5,0,80.36,1,0,
100.690697,0.2,26.72,9649,5,5,0,20.14,1,0,
100.570572,0.6,26.72,8622,5,5,0,60.34,1,0,
100.720726,0.4,26.69,11101,5,5,0,40.29,1,0,
100.390396,0.4,26.69,9730,5,5,0,40.16,1,0,
100.480484,0.8,26.69,10229,5,5,0,80.38,1,0,
100.540543,0.4,26.72,9560,5,5,0,40.22,1,0,
100.750755,0.6,26.82,8682,5,5,0,60.45,1,0,
100.360359,0.8,26.72,11180,5,5,0,80.29,1,0,
100.63063,0.2,26.8,9706,5,5,0,20.13,1,0,
100.540543,0.8,26.77,10781,5,5,0,80.43,1,0,
100.540543,0.4,26.69,9275,5,5,0,40.22,1,0,
100.63063,0.4,26.82,9148,5,5,0,40.25,1,0,
100.600601,1.4,26.72,9555,5,5,0,140.84,1,0,
100.420425,0.2,26.72,10148,5,5,0,20.08,1,0,
100.540543,0.4,26.82,9555,5,5,0,40.22,1,0,
100.720726,0.6,26.69,11303,5,5,0,60.43,1,0,
100.510513,0,26.74,9974,5,5,0,0,1,0,
100.720726,0.6,26.77,10187,5,5,0,60.43,1,0,
100.690697,0.4,26.74,9520,5,5,0,40.28,1,0,
100.66066,0.4,26.77,8616,5,5,0,40.26,1,0,
100.510513,1.2,26.72,9585,5,5,0,120.61,1,0,
100.870872,0.4,26.72,9904,5,5,0,40.35,1,0,
100.870872,0.4,26.77,10758,5,5,0,40.35,1,0,
100.450455,0.6,26.69,10098,5,5,0,60.27,1,0,
100.720726,0,26.77,10023,5,5,0,0,1,0,
100.480484,0.8,26.74,10186,5,5,0,80.38,1,0,
100.810814,0.4,26.72,9642,5,5,0,40.32,1,0,
100.510513,0.6,26.77,8673,5,5,0,60.31,1,0,
100.63063,0.6,26.77,9524,5,5,0,60.38,1,0,
100.300301,0.6,26.72,9174,5,5,0,60.18,1,0,
100.570572,0.8,26.85,8990,5,5,0,80.46,1,0,
100.480484,0.6,26.82,10014,5,5,0,60.29,1,0,
100.900902,0.4,26.8,8872,5,5,0,40.36,1,0,
100.510513,1.2,26.8,10589,5,5,0,120.61,1,0,
100.570572,0.6,26.74,9969,5,5,0,60.34,1,0,
100.66066,0.4,26.77,9585,5,5,0,40.26,1,0,
100.540543,0.8,26.77,10421,5,5,0,80.43,1,0,
100.63063,0.2,26.74,9180,5,5,0,20.13,1,0,
100.540543,1,26.74,9107,5,5,0,100.54,1,0,
100.600601,0.6,26.74,10490,5,5,0,60.36,1,0,
100.66066,0.2,26.82,9125,5,5,0,20.13,1,0,
100.600601,1,26.77,9195,5,5,0,100.6,1,0,
100.390396,0,26.74,9537,5,5,0,0,1,0,
