Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3531369439
101.111115,-0.6,43.25,742,2,2,0,-60.67,1,0,
101.261261,-0.8,43.25,1982,3,2,0,-81.01,1,0,
101.111115,2.8,43.25,1983,4,2,0,283.11,1,0,
101.231232,0.6,43.25,663,4,2,0,60.74,1,0,
101.29129,1,43.28,2903,5,2,0,101.29,1,0,
101.29129,0,43.28,3491,5,2,0,0,1,0,
101.261261,0.8,43.28,2654,5,3,0,81.01,1,0,
101.261261,1.8,43.25,3313,5,3,0,182.27,1,0,
101.141144,0.8,43.28,4565,5,3,0,80.91,1,0,
101.351357,0.4,43.25,3073,5,3,0,40.54,1,0,
101.171173,1.6,43.25,3380,5,3,0,161.87,1,0,
101.29129,0.4,43.28,4192,5,5,0,40.52,1,0,
101.051056,1.2,43.31,4492,5,5,0,121.26,1,0,
101.201202,0.2,43.25,5405,5,5,0,20.24,1,0,
101.29129,1,43.25,4853,5,5,0,101.29,1,0,
101.261261,1.8,43.25,5625,5,5,0,182.27,1,0,
101.141144,1,43.22,5459,5,5,0,101.14,1,0,
101.411415,-2.2,43.22,5487,5,5,0,-223.11,1,0,
101.29129,1.4,43.25,5941,5,5,0,141.81,1,0,
101.261261,1.2,43.19,6421,5,5,0,121.51,1,0,
101.171173,1.6,43.25,6481,5,5,0,161.87,1,0,
101.231232,-1,43.28,6570,5,5,0,-101.23,1,0,
101.111115,0.4,43.28,6759,5,5,0,40.44,1,0,
101.231232,2.6,43.28,7726,5,5,0,263.2,1,0,
101.321327,1.2,43.25,7058,5,5,0,121.59,1,0,
101.141144,-1.4,43.28,7506,5,5,0,-141.6,1,0,
101.111115,1.8,43.28,7089,5,5,0,182,1,0,
101.441444,1,43.31,8868,5,5,0,101.44,1,0,
101.231232,1.2,43.28,7934,5,5,0,121.48,1,0,
101.141144,-0.4,43.22,7756,5,5,0,-40.46,1,0,
101.411415,1.2,43.25,7649,5,5,0,121.69,1,0,
101.29129,1.4,43.28,7962,5,5,0,141.81,1,0,
101.201202,0.2,43.28,8296,5,5,0,20.24,1,0,
101.321327,0,43.28,9355,5,5,0,0,1,0,
101.171173,1.8,43.25,7992,5,5,0,182.11,1,0,
