Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 1203408293
102.012016,-0.8,43.69,443,2,2,0,-81.61,1,0,
102.072075,1,43.66,443,3,2,0,102.07,1,0,
101.921921,-1.6,43.66,1553,4,2,0,-163.08,1,0,
102.192192,-0.2,43.66,668,4,2,0,-20.44,1,0,
102.012016,0.4,43.66,472,5,2,0,40.8,1,0,
102.162163,-0.6,43.66,2187,5,2,0,-61.3,1,0,
102.102104,-0.8,43.69,2412,5,2,0,-81.68,1,0,
102.072075,1.2,43.72,2702,5,3,0,122.49,1,0,
102.102104,0.8,43.72,2638,5,3,0,81.68,1,0,
102.012016,0.4,43.76,3263,5,3,0,40.8,1,0,
102.132133,-0.2,43.72,3097,5,3,0,-20.43,1,0,
101.981987,-0.4,43.72,4111,5,3,0,-40.79,1,0,
102.012016,0.6,43.69,6149,5,5,0,61.21,1,0,
102.132133,-3,43.69,5637,5,5,0,-306.4,1,0,
102.192192,1,43.66,4888,5,5,0,102.19,1,0,
102.042046,1.8,43.76,5967,5,5,0,183.68,1,0,
102.102104,0.2,43.79,5221,5,5,0,20.42,1,0,
102.132133,-2.8,43.72,6815,5,5,0,-285.97,1,0,
102.042046,-1.4,43.72,5722,5,5,0,-142.86,1,0,
102.222221,1,43.69,6219,5,5,0,102.22,1,0,
101.951958,1.4,43.72,6168,5,5,0,142.73,1,0,
102.252258,-3.4,43.6,6305,5,5,0,-347.66,1,0,
102.072075,-0.4,43.6,6890,5,5,0,-40.83,1,0,
102.192192,0.4,43.6,6862,5,5,0,40.88,1,0,
102.132133,1.2,43.63,7601,5,5,0,122.56,1,0,
102.192192,-1.8,43.63,7627,5,5,0,-183.95,1,0,
102.012016,-1,43.66,6991,5,5,0,-102.01,1,0,
102.282288,1,43.66,7055,5,5,0,102.28,1,0,
101.921921,1.2,43.69,7324,5,5,0,122.31,1,0,
102.162163,-3.2,43.79,7869,5,5,0,-326.92,1,0,
102.102104,-0.4,43.76,7632,5,5,0,-40.84,1,0,
102.192192,0.8,43.76,7683,5,5,0,81.75,1,0,
101.891891,0.4,43.72,7776,5,5,0,40.76,1,0,
102.042046,-4.4,43.72,7427,5,5,0,-448.99,1,0,
102.162163,0.4,43.72,8147,5,5,0,40.86,1,0,
101.981987,1.2,43.76,7818,5,5,0,122.38,1,0,
102.102104,-0.4,43.72,8978,5,5,0,-40.84,1,0,
102.282288,-2.6,43.69,7952,5,5,0,-265.93,1,0,
102.042046,1.6,43.6,8139,5,5,0,163.27,1,0,
102.252258,-0.2,43.63,8693,5,5,0,-20.45,1,0,
102.072075,-0.6,43.66,8453,5,5,0,-61.24,1,0,
102.132133,1,43.66,8204,5,5,0,102.13,1,0,
102.132133,-0.4,43.63,9468,5,5,0,-40.85,1,0,
102.162163,-0.8,43.66,9192,5,5,0,-81.73,1,0,
102.012016,1.2,43.69,9156,5,5,0,122.41,1,0,
101.951958,-1.6,43.72,8986,5,5,0,-163.12,1,0,
102.012016,0,43.69,9312,5,5,0,0,1,0,
102.192192,1.2,43.72,9452,5,5,0,122.63,1,0,
102.132133,0,43.72,8861,5,5,0,0,1,0,
102.222221,-1.6,43.66,9569,5,5,0,-163.56,1,0,
102.042046,0.6,43.69,8547,5,5,0,61.23,1,0,
102.252258,0,43.72,9647,5,5,0,0,1,0,
102.102104,-0.4,43.72,9002,5,5,0,-40.84,1,0,
102.222221,0.4,43.72,9168,5,5,0,40.89,1,0,
102.042046,0,43.72,8969,5,5,0,0,1,0,
102.192192,-0.4,43.66,8944,5,5,0,-40.88,1,0,
102.192192,0.2,43.66,9733,5,5,0,20.44,1,0,
102.072075,-1.4,43.69,9281,5,5,0,-142.9,1,0,
101.831833,0,43.6,10248,5,5,0,0,1,0,
102.312317,0.8,43.72,9884,5,5,0,81.85,1,0,
102.072075,-3.4,43.66,9734,5,5,0,-347.05,1,0,
102.192192,0.6,43.63,10911,5,5,0,61.32,1,0,
101.891891,1.6,43.63,10450,5,5,0,163.03,1,0,
102.252258,-1.4,43.79,9693,5,5,0,-143.15,1,0,
102.162163,0.8,43.76,9775,5,5,0,81.73,1,0,
102.102104,0,43.66,9551,5,5,0,0,1,0,
102.222221,-1,43.69,10175,5,5,0,-102.22,1,0,
102.102104,1.6,43.72,10860,5,5,0,163.36,1,0,
102.162163,-3.8,43.72,10018,5,5,0,-388.22,1,0,
102.072075,-0.4,43.66,10269,5,5,0,-40.83,1,0,
102.162163,1.2,43.66,9238,5,5,0,122.59,1,0,
102.042046,-1.8,43.66,10207,5,5,0,-183.68,1,0,
102.042046,0.2,43.6,10371,5,5,0,20.41,1,0,
101.951958,1,43.66,9860,5,5,0,101.95,1,0,
102.072075,-0.8,43.6,9911,5,5,0,-81.66,1,0,
101.981987,1.6,43.69,10375,5,5,0,163.17,1,0,
102.072075,-3.2,43.6,10460,5,5,0,-326.63,1,0,
102.192192,-0.6,43.6,9983,5,5,0,-61.32,1,0,
102.132133,1.4,43.69,9734,5,5,0,142.98,1,0,
101.981987,-1.4,43.63,9959,5,5,0,-142.77,1,0,
102.102104,0,43.6,10487,5,5,0,0,1,0,
102.042046,0.6,43.66,10722,5,5,0,61.23,1,0,
102.222221,-0.6,43.63,10575,5,5,0,-61.33,1,0,
102.042046,1.8,43.66,10334,5,5,0,183.68,1,0,
101.831833,-3.4,43.76,10325,5,5,0,-346.23,1,0,
101.831833,-0.6,43.69,10288,5,5,0,-61.1,1,0,
102.162163,1.6,43.69,10388,5,5,0,163.46,1,0,
102.042046,-1.8,43.76,9601,5,5,0,-183.68,1,0,
102.042046,0,43.82,10168,5,5,0,0,1,0,
101.981987,1,43.76,10406,5,5,0,101.98,1,0,
102.222221,-0.4,43.76,10213,5,5,0,-40.89,1,0,
101.951958,1.8,43.76,9975,5,5,0,183.51,1,0,
102.102104,-1.6,43.76,10355,5,5,0,-163.36,1,0,
102.072075,0,43.72,9995,5,5,0,0,1,0,
102.162163,1.8,43.76,10335,5,5,0,183.89,1,0,
102.162163,-1.6,43.76,10973,5,5,0,-163.46,1,0,
102.162163,0.2,43.69,10850,5,5,0,20.43,1,0,
102.012016,0.2,43.69,10631,5,5,0,20.4,1,0,
102.192192,-1.2,43.69,10630,5,5,0,-122.63,1,0,
102.042046,1.6,43.76,10723,5,5,0,163.27,1,0,
102.162163,-2,43.72,10152,5,5,0,-204.32,1,0,
102.042046,0,43.69,10116,5,5,0,0,1,0,
102.072075,0.8,43.72,10772,5,5,0,81.66,1,0,
102.222221,-1.4,43.72,10818,5,5,0,-143.11,1,0,
102.312317,0.8,43.69,10992,5,5,0,81.85,1,0,
102.072075,0,43.76,10508,5,5,0,0,1,0,
102.192192,-0.4,43.76,10388,5,5,0,-40.88,1,0,
101.951958,1.2,43.66,10546,5,5,0,122.34,1,0,
102.162163,-1.4,43.69,10506,5,5,0,-143.03,1,0,
102.042046,0.8,43.76,9920,5,5,0,81.63,1,0,
102.132133,0.6,43.76,9866,5,5,0,61.28,1,0,
102.012016,-3.8,43.76,10664,5,5,0,-387.65,1,0,
102.072075,1.6,43.76,10585,5,5,0,163.32,1,0,
102.132133,-1.2,43.63,10586,5,5,0,-122.56,1,0,
101.951958,-0.2,43.66,10745,5,5,0,-20.39,1,0,
101.981987,0.2,43.66,9587,5,5,0,20.4,1,0,
102.132133,-2,43.72,11010,5,5,0,-204.26,1,0,
102.132133,1.2,43.72,10492,5,5,0,122.56,1,0,
101.981987,0.8,43.69,9839,5,5,0,81.59,1,0,
102.162163,-3.2,43.66,11190,5,5,0,-326.92,1,0,
102.222221,1.2,43.63,10934,5,5,0,122.67,1,0,
102.042046,0,43.69,10864,5,5,0,0,1,0,
102.042046,0.4,43.76,9821,5,5,0,40.82,1,0,
102.012016,-0.6,43.72,10264,5,5,0,-61.21,1,0,
102.192192,-2.2,43.79,10863,5,5,0,-224.82,1,0,
102.042046,1.4,43.72,11010,5,5,0,142.86,1,0,
102.102104,-0.2,43.66,10376,5,5,0,-20.42,1,0,
101.981987,-3.8,43.63,9608,5,5,0,-387.53,1,0,
102.072075,1.2,43.63,11052,5,5,0,122.49,1,0,
102.072075,-1.8,43.69,10627,5,5,0,-183.73,1,0,
102.342346,0.6,43.72,10887,5,5,0,61.41,1,0,
101.831833,-1,43.72,10533,5,5,0,-101.83,1,0,
102.222221,-1.8,43.76,10711,5,5,0,-184,1,0,
102.072075,1.2,43.72,10957,5,5,0,122.49,1,0,
102.192192,0,43.69,9428,5,5,0,0,1,0,
102.102104,-1.2,43.69,11082,5,5,0,-122.52,1,0,
102.222221,1,43.76,10499,5,5,0,102.22,1,0,
102.042046,-1.4,43.76,10396,5,5,0,-142.86,1,0,
102.132133,1.2,43.79,11393,5,5,0,122.56,1,0,
102.162163,-2.6,43.76,10257,5,5,0,-265.62,1,0,
102.012016,-0.8,43.69,9848,5,5,0,-81.61,1,0,
102.102104,1.4,43.76,10638,5,5,0,142.94,1,0,
102.132133,-1.8,43.76,11042,5,5,0,-183.84,1,0,
102.102104,0,43.76,9932,5,5,0,0,1,0,
101.981987,0.6,43.76,10332,5,5,0,61.19,1,0,
102.162163,-1.4,43.79,10870,5,5,0,-143.03,1,0,
102.432434,1.2,43.82,10568,5,5,0,122.92,1,0,
101.981987,-2,43.72,10126,5,5,0,-203.96,1,0,
102.132133,0,43.76,10577,5,5,0,0,1,0,
102.132133,1.2,43.76,10613,5,5,0,122.56,1,0,
